year,window_start,window_end,district,flooded_ha,flooded_fraction,antecedent_fraction,week_of_season,flood_event,punjab_mm,upstream_mm,punjab_mm_lag1,upstream_mm_lag1,punjab_mm_lag2,upstream_mm_lag2,district_mm,district_max1d,district_max3d,district_p90,district_mm_lag1,district_mm_lag2,api_start,district_first3d,district_first5d,bhakra_delta,pong_delta,ranjit_sagar_delta,bhakra_storage,pong_storage,ranjit_sagar_storage,core_season,prior_mean_annual_flooded_ha,prior_seasons_with_fraction_gt2pct,score,chosen_variant,chosen_C
2021,2021-08-14,2021-08-24,Bathinda,0.0,0.0,7e-06,6,0,36.438,33.893,37.242,45.562,115.543,91.148,42.502,30.106,42.502,14.167,33.66,58.716,33.072,0.0,0.0,0.0,0.0,-0.025,2.94,2.37,0.9906,True,12372.131,5,0.06395917581977556,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Bathinda,15.66,4.6e-05,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,2.101,2.084,2.084,0.224,42.502,33.66,51.023,0.017,0.017,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,12372.131,5,0.023640499363029956,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Bathinda,3.72,1.1e-05,4.6e-05,8,0,83.78,65.969,27.272,38.057,36.438,33.893,62.699,26.879,35.835,16.449,2.101,42.502,19.881,35.835,35.886,0.0,0.0,0.026,3.5356,2.91,0.8614,True,12372.131,5,0.0692570994783454,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Bathinda,0.74,2e-06,1.1e-05,9,0,40.372,58.264,83.78,65.969,27.272,38.057,12.395,6.671,8.249,4.362,62.699,2.101,44.918,8.249,8.279,0.0,0.0,0.073,3.81,3.2,0.971,True,12372.131,5,0.05099821810796407,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Bathinda,0.0,0.0,2e-06,10,0,40.218,30.321,28.071,34.153,68.789,64.018,14.258,11.085,14.258,6.338,4.146,35.062,23.056,14.258,14.258,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,12372.131,5,0.03630457610911993,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Faridkot,11.11,7.6e-05,0.000178,4,0,115.543,91.148,88.432,83.517,74.526,89.188,66.074,48.364,61.466,15.014,59.828,17.529,49.977,1.867,52.025,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,11050.268,6,0.3463180844137431,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Faridkot,3.7,2.5e-05,7.6e-05,5,0,37.242,45.562,115.543,91.148,88.432,83.517,59.353,24.75,41.3,18.39,66.074,59.828,57.761,41.3,41.67,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,11050.268,6,0.1254659273490975,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Faridkot,0.0,0.0,2.5e-05,6,0,36.438,33.893,37.242,45.562,115.543,91.148,49.007,33.179,49.007,17.27,59.353,66.074,51.478,0.0,0.0,0.0,0.0,-0.025,2.94,2.37,0.9906,True,11050.268,6,0.07836867739454723,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Faridkot,2.22,1.5e-05,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,3.068,1.722,2.048,1.09,49.007,59.353,65.345,0.0,0.0,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,11050.268,6,0.02783928971813711,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Faridkot,2.22,1.5e-05,1.5e-05,8,0,83.78,65.969,27.272,38.057,36.438,33.893,92.364,34.795,53.685,28.866,3.068,49.007,25.324,38.679,38.679,0.0,0.0,0.026,3.5356,2.91,0.8614,True,11050.268,6,0.09255130840529643,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Faridkot,2.22,1.5e-05,1.5e-05,9,0,40.372,58.264,83.78,65.969,27.272,38.057,8.66,6.18,6.18,2.764,92.364,3.068,75.661,6.18,6.18,0.0,0.0,0.073,3.81,3.2,0.971,True,11050.268,6,0.06224220096845011,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Faridkot,5.18,3.6e-05,1.5e-05,10,0,40.218,30.321,28.071,34.153,68.789,64.018,29.985,26.346,29.985,12.722,2.48,59.865,31.223,29.985,29.985,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,11050.268,6,0.04765094910709392,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Fatehgarh Sahib,0.0,0.0,0.000575,4,0,115.543,91.148,88.432,83.517,74.526,89.188,74.939,35.156,68.02,28.579,88.727,50.431,74.408,1.396,64.4,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,16732.975,8,0.4470062661034882,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Fatehgarh Sahib,0.0,0.0,0.0,5,0,37.242,45.562,115.543,91.148,88.432,83.517,19.93,6.102,8.893,4.706,74.939,88.727,70.13,7.247,9.964,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,16732.975,8,0.14321256850574798,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Fatehgarh Sahib,0.0,0.0,0.0,6,0,36.438,33.893,37.242,45.562,115.543,91.148,33.405,14.337,30.158,10.441,19.93,74.939,36.79,2.703,2.871,0.0,0.0,-0.025,2.94,2.37,0.9906,True,16732.975,8,0.10211614366158754,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Fatehgarh Sahib,0.0,0.0,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,3.265,2.259,2.339,0.806,33.405,19.93,42.411,0.177,0.177,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,16732.975,8,0.04358111936906231,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Fatehgarh Sahib,0.0,0.0,0.0,8,0,83.78,65.969,27.272,38.057,36.438,33.893,39.306,16.512,22.129,10.51,3.265,33.405,17.081,17.142,17.142,0.0,0.0,0.026,3.5356,2.91,0.8614,True,16732.975,8,0.10747707763117943,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Fatehgarh Sahib,0.0,0.0,0.0,9,0,40.372,58.264,83.78,65.969,27.272,38.057,43.542,19.601,25.926,9.084,39.306,3.265,34.779,25.926,33.842,0.0,0.0,0.073,3.81,3.2,0.971,True,16732.975,8,0.10450281784468991,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Fatehgarh Sahib,0.0,0.0,0.0,10,0,40.218,30.321,28.071,34.153,68.789,64.018,60.281,49.006,60.281,26.367,17.616,48.09,36.588,60.281,60.281,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,16732.975,8,0.08496862357677958,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Firozpur,276.8,0.00053,0.000201,4,0,115.543,91.148,88.432,83.517,74.526,89.188,49.482,34.227,43.78,9.929,39.697,15.782,34.206,3.928,40.479,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,71182.281,8,0.47634746983383935,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Firozpur,11.88,2.3e-05,0.00053,5,0,37.242,45.562,115.543,91.148,88.432,83.517,26.069,13.496,19.57,6.412,49.482,39.697,41.398,19.57,19.776,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,71182.281,8,0.2116072796671763,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Firozpur,3.75,7e-06,2.3e-05,6,0,36.438,33.893,37.242,45.562,115.543,91.148,21.512,18.876,21.395,3.7,26.069,49.482,28.077,0.117,0.117,0.0,0.0,-0.025,2.94,2.37,0.9906,True,71182.281,8,0.12686403301960902,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Firozpur,5.25,1e-05,7e-06,7,0,27.272,38.057,36.438,33.893,37.242,45.562,7.073,3.265,3.956,1.867,21.512,26.069,30.937,2.637,3.048,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,71182.281,8,0.05427204901051694,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Firozpur,7.49,1.4e-05,1e-05,8,0,83.78,65.969,27.272,38.057,36.438,33.893,79.618,30.87,53.191,25.109,7.073,21.512,15.213,24.713,24.768,0.0,0.0,0.026,3.5356,2.91,0.8614,True,71182.281,8,0.1576531750089384,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Firozpur,64.57,0.000124,1.4e-05,9,0,40.372,58.264,83.78,65.969,27.272,38.057,13.97,8.242,8.669,5.096,79.618,7.073,67.646,8.669,8.881,0.0,0.0,0.073,3.81,3.2,0.971,True,71182.281,8,0.1149777380044992,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Firozpur,8.18,1.6e-05,0.000124,10,0,40.218,30.321,28.071,34.153,68.789,64.018,10.679,7.005,8.981,3.988,5.301,63.295,32.135,8.981,10.563,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,71182.281,8,0.07797096371988432,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Gurdaspur,550.7,0.001517,0.001372,4,0,115.543,91.148,88.432,83.517,74.526,89.188,167.393,62.2,137.633,61.293,97.206,93.94,93.204,24.489,147.881,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,19849.863,4,0.39090232335710035,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Gurdaspur,0.0,0.0,0.001517,5,0,37.242,45.562,115.543,91.148,88.432,83.517,36.229,13.9,26.706,8.677,167.393,97.206,126.966,26.706,27.66,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,19849.863,4,0.10473858610454244,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Gurdaspur,0.0,0.0,0.0,6,0,36.438,33.893,37.242,45.562,115.543,91.148,20.553,10.426,15.398,4.67,36.229,167.393,63.272,4.363,4.363,0.0,0.0,-0.025,2.94,2.37,0.9906,True,19849.863,4,0.04128486858281307,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Gurdaspur,0.0,0.0,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,36.691,19.054,23.07,6.566,20.553,36.229,39.314,7.548,13.499,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,19849.863,4,0.024259386040593883,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Gurdaspur,0.0,0.0,0.0,8,0,83.78,65.969,27.272,38.057,36.438,33.893,125.972,36.424,81.584,33.607,36.691,20.553,39.01,7.965,8.665,0.0,0.0,0.026,3.5356,2.91,0.8614,True,19849.863,4,0.07620090313493004,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Gurdaspur,7.16,2e-05,0.0,9,0,40.372,58.264,83.78,65.969,27.272,38.057,59.217,19.055,22.422,17.361,125.972,36.691,117.383,17.347,34.113,0.0,0.0,0.073,3.81,3.2,0.971,True,19849.863,4,0.055008574400048735,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Gurdaspur,2.15,6e-06,2e-05,10,0,40.218,30.321,28.071,34.153,68.789,64.018,14.511,8.393,8.401,6.612,41.87,112.655,79.817,6.11,14.503,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,19849.863,4,0.029004974758845052,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Hoshiarpur,0.0,0.0,4.1e-05,4,0,115.543,91.148,88.432,83.517,74.526,89.188,156.849,59.653,131.033,55.783,114.569,67.905,93.576,13.639,128.645,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,6490.276,2,0.22735266848660718,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Hoshiarpur,0.0,0.0,0.0,5,0,37.242,45.562,115.543,91.148,88.432,83.517,29.602,10.092,16.112,5.56,156.849,114.569,123.725,7.65,9.607,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,6490.276,2,0.047075233281772724,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Hoshiarpur,0.0,0.0,0.0,6,0,36.438,33.893,37.242,45.562,115.543,91.148,36.111,11.939,17.861,7.977,29.602,156.849,62.26,16.957,16.957,0.0,0.0,-0.025,2.94,2.37,0.9906,True,6490.276,2,0.02931073214134868,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Hoshiarpur,0.0,0.0,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,32.65,14.824,17.691,9.315,36.111,29.602,46.4,4.47,21.393,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,6490.276,2,0.015257839717490866,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Hoshiarpur,0.0,0.0,0.0,8,0,83.78,65.969,27.272,38.057,36.438,33.893,94.134,25.388,59.997,21.856,32.65,36.111,37.152,3.757,6.595,0.0,0.0,0.026,3.5356,2.91,0.8614,True,6490.276,2,0.04199309413690112,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Hoshiarpur,0.0,0.0,0.0,9,0,40.372,58.264,83.78,65.969,27.272,38.057,72.615,22.846,29.916,18.532,94.134,32.65,90.263,18.342,38.274,0.0,0.0,0.073,3.81,3.2,0.971,True,6490.276,2,0.03746696837273523,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Hoshiarpur,0.0,0.0,0.0,10,0,40.218,30.321,28.071,34.153,68.789,64.018,48.898,33.323,48.781,22.604,54.273,87.514,80.55,48.781,48.824,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,6490.276,2,0.02355733733018848,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Jalandhar,83.68,0.00032,0.000317,4,0,115.543,91.148,88.432,83.517,74.526,89.188,148.032,52.166,100.806,32.015,85.541,75.869,82.368,29.057,110.999,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,22071.974,6,0.4147406688483483,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Jalandhar,13.94,5.3e-05,0.00032,5,0,37.242,45.562,115.543,91.148,88.432,83.517,29.146,12.19,19.588,5.092,148.032,85.541,114.851,19.588,21.445,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,22071.974,6,0.11655887678255483,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Jalandhar,0.0,0.0,5.3e-05,6,0,36.438,33.893,37.242,45.562,115.543,91.148,32.06,15.246,24.91,10.129,29.146,148.032,54.829,4.823,4.823,0.0,0.0,-0.025,2.94,2.37,0.9906,True,22071.974,6,0.06629675604694907,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Jalandhar,0.0,0.0,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,20.741,7.636,11.575,4.283,32.06,29.146,46.143,6.08,7.841,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,22071.974,6,0.0328819696237771,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Jalandhar,0.0,0.0,0.0,8,0,83.78,65.969,27.272,38.057,36.438,33.893,80.458,20.44,61.068,20.433,20.741,32.06,31.185,14.048,14.764,0.0,0.0,0.026,3.5356,2.91,0.8614,True,22071.974,6,0.08791686921248579,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Jalandhar,0.0,0.0,0.0,9,0,40.372,58.264,83.78,65.969,27.272,38.057,41.284,17.496,26.926,10.731,80.458,20.741,75.748,3.521,13.638,0.0,0.0,0.073,3.81,3.2,0.971,True,22071.974,6,0.07392360499121284,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Jalandhar,0.0,0.0,0.0,10,0,40.218,30.321,28.071,34.153,68.789,64.018,107.237,53.929,103.513,51.322,37.763,68.13,60.207,103.513,107.128,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,22071.974,6,0.06926180532850187,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Kapurthala,170.1,0.001021,2.6e-05,4,0,115.543,91.148,88.432,83.517,74.526,89.188,191.021,65.341,133.029,42.824,69.199,93.338,75.849,57.418,150.125,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,31949.818,8,0.5468841055774101,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Kapurthala,36.47,0.000219,0.001021,5,0,37.242,45.562,115.543,91.148,88.432,83.517,24.224,7.657,13.341,4.141,191.021,69.199,134.627,13.341,16.853,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,31949.818,8,0.19049102188654737,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Kapurthala,6.56,3.9e-05,0.000219,6,0,36.438,33.893,37.242,45.562,115.543,91.148,44.56,29.935,36.183,8.602,24.224,191.021,60.724,8.375,8.375,0.0,0.0,-0.025,2.94,2.37,0.9906,True,31949.818,8,0.10606849626507406,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Kapurthala,19.68,0.000118,3.9e-05,7,0,27.272,38.057,36.438,33.893,37.242,45.562,31.458,8.285,13.853,6.071,44.56,24.224,57.959,12.764,15.001,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,31949.818,8,0.053461170517342116,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Kapurthala,9.47,5.7e-05,0.000118,8,0,83.78,65.969,27.272,38.057,36.438,33.893,118.296,37.002,89.198,31.77,31.458,44.56,41.268,16.188,18.861,0.0,0.0,0.026,3.5356,2.91,0.8614,True,31949.818,8,0.15440359869499196,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Kapurthala,6.56,3.9e-05,5.7e-05,9,0,40.372,58.264,83.78,65.969,27.272,38.057,65.258,29.068,46.196,18.322,118.296,31.458,111.727,3.405,18.059,0.0,0.0,0.073,3.81,3.2,0.971,True,31949.818,8,0.12568335390983565,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Kapurthala,8.75,5.2e-05,3.9e-05,10,0,40.218,30.321,28.071,34.153,68.789,64.018,123.779,58.766,116.121,57.919,61.853,100.201,92.882,116.121,123.779,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,31949.818,8,0.10934298893817301,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Ludhiana,27.23,7.6e-05,0.00041,4,0,115.543,91.148,88.432,83.517,74.526,89.188,105.752,36.885,89.577,34.265,82.629,53.73,73.643,1.999,72.858,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,39666.378000000004,7,0.4394143988771215,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Ludhiana,139.87,0.000389,7.6e-05,5,0,37.242,45.562,115.543,91.148,88.432,83.517,28.742,12.851,20.173,5.927,105.752,82.629,91.462,20.173,22.616,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,39666.378000000004,7,0.14256893155722192,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Ludhiana,0.0,0.0,0.000389,6,0,36.438,33.893,37.242,45.562,115.543,91.148,28.135,14.386,22.492,6.581,28.742,105.752,46.468,1.951,1.951,0.0,0.0,-0.025,2.94,2.37,0.9906,True,39666.378000000004,7,0.09578356309008165,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Ludhiana,0.0,0.0,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,5.768,3.117,4.384,1.406,28.135,28.742,40.99,0.468,0.48,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,39666.378000000004,7,0.03966687601324122,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Ludhiana,0.0,0.0,0.0,8,0,83.78,65.969,27.272,38.057,36.438,33.893,45.459,16.483,37.193,14.808,5.768,28.135,18.811,7.203,7.913,0.0,0.0,0.026,3.5356,2.91,0.8614,True,39666.378000000004,7,0.10032311235214426,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Ludhiana,5.17,1.4e-05,0.0,9,0,40.372,58.264,83.78,65.969,27.272,38.057,34.116,13.311,17.067,9.559,45.459,5.768,44.85,10.371,16.493,0.0,0.0,0.073,3.81,3.2,0.971,True,39666.378000000004,7,0.09216173808071963,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Ludhiana,5.17,1.4e-05,1.4e-05,10,0,40.218,30.321,28.071,34.153,68.789,64.018,96.361,55.979,92.848,44.513,23.745,47.889,40.415,92.848,92.895,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,39666.378000000004,7,0.0884626170646296,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Mansa,443.93,0.002001,0.000132,4,0,115.543,91.148,88.432,83.517,74.526,89.188,86.879,39.577,75.029,30.868,44.214,11.592,40.358,0.0,45.129,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,10359.448999999999,5,0.30817638443338513,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Mansa,0.0,0.0,0.002001,5,0,37.242,45.562,115.543,91.148,88.432,83.517,12.072,5.172,9.816,4.573,86.879,44.214,70.022,9.816,9.856,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,10359.448999999999,5,0.12992699808426364,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Mansa,0.0,0.0,0.0,6,0,36.438,33.893,37.242,45.562,115.543,91.148,10.324,6.651,10.324,3.943,12.072,86.879,29.99,0.0,0.0,0.0,0.0,-0.025,2.94,2.37,0.9906,True,10359.448999999999,5,0.05097916665372249,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Mansa,0.0,0.0,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,1.339,1.339,1.339,0.134,10.324,12.072,20.411,1.339,1.339,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,10359.448999999999,5,0.023643496311784914,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Mansa,0.0,0.0,0.0,8,0,83.78,65.969,27.272,38.057,36.438,33.893,39.98,13.725,22.176,8.972,1.339,10.324,7.636,22.176,24.404,0.0,0.0,0.026,3.5356,2.91,0.8614,True,10359.448999999999,5,0.06189219552501011,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Mansa,0.0,0.0,0.0,9,0,40.372,58.264,83.78,65.969,27.272,38.057,11.551,5.612,5.612,4.362,39.98,1.339,27.428,5.352,5.939,0.0,0.0,0.073,3.81,3.2,0.971,True,10359.448999999999,5,0.04979059283801039,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Mansa,7.51,3.4e-05,0.0,10,0,40.218,30.321,28.071,34.153,68.789,64.018,48.68,29.182,48.68,23.372,6.199,20.199,17.645,48.68,48.68,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,10359.448999999999,5,0.04333728514175737,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Moga,71.45,0.000303,5.3e-05,4,0,115.543,91.148,88.432,83.517,74.526,89.188,120.748,36.175,92.926,29.255,75.116,68.783,74.099,8.707,65.458,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,41559.799,8,0.4774051214867941,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Moga,3.68,1.6e-05,0.000303,5,0,37.242,45.562,115.543,91.148,88.432,83.517,36.862,21.816,33.048,8.662,120.748,75.116,101.474,33.048,33.095,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,41559.799,8,0.18865006610810267,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Moga,0.0,0.0,1.6e-05,6,0,36.438,33.893,37.242,45.562,115.543,91.148,37.917,24.455,37.894,14.541,36.862,120.748,52.05,0.001,0.001,0.0,0.0,-0.025,2.94,2.37,0.9906,True,41559.799,8,0.11025185908015303,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Moga,10.29,4.4e-05,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,13.458,6.798,10.895,3.986,37.917,36.862,54.713,10.798,12.434,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,41559.799,8,0.05033785975241813,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Moga,0.0,0.0,4.4e-05,8,0,83.78,65.969,27.272,38.057,36.438,33.893,77.367,21.915,55.975,17.65,13.458,37.917,25.647,14.978,14.981,0.0,0.0,0.026,3.5356,2.91,0.8614,True,41559.799,8,0.13382918485797635,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Moga,13.29,5.6e-05,0.0,9,0,40.372,58.264,83.78,65.969,27.272,38.057,20.968,17.485,18.079,3.452,77.367,13.458,70.548,1.893,2.58,0.0,0.0,0.073,3.81,3.2,0.971,True,41559.799,8,0.10781197012718526,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Moga,0.0,0.0,5.6e-05,10,0,40.218,30.321,28.071,34.153,68.789,64.018,68.701,35.338,61.819,30.024,19.075,63.563,43.961,61.819,68.102,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,41559.799,8,0.09072972015487768,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Muktsar,47.66,0.000182,0.000108,4,0,115.543,91.148,88.432,83.517,74.526,89.188,56.101,35.201,55.186,20.453,54.797,5.973,43.479,0.053,35.379,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,12941.628,7,0.3714342157294898,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Muktsar,5.21,2e-05,0.000182,5,0,37.242,45.562,115.543,91.148,88.432,83.517,55.036,29.383,49.02,20.612,56.101,54.797,49.935,49.02,49.207,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,12941.628,7,0.15331178910112073,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Muktsar,0.0,0.0,2e-05,6,0,36.438,33.893,37.242,45.562,115.543,91.148,21.735,16.073,21.735,6.669,55.036,56.101,43.421,0.0,0.0,0.0,0.0,-0.025,2.94,2.37,0.9906,True,12941.628,7,0.08217270057029044,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Muktsar,0.0,0.0,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,1.938,1.659,1.697,0.383,21.735,55.036,35.261,0.0,0.0,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,12941.628,7,0.032836242032463554,nested_district_rain,0.01
2021,2021-09-03,2021-09-13,Muktsar,13.45,5.1e-05,0.0,8,0,83.78,65.969,27.272,38.057,36.438,33.893,91.069,49.699,56.275,20.596,1.938,21.735,14.161,56.275,56.275,0.0,0.0,0.026,3.5356,2.91,0.8614,True,12941.628,7,0.12005461461574568,nested_district_rain,0.01
2021,2021-09-13,2021-09-23,Muktsar,7.47,2.9e-05,5.1e-05,9,0,40.372,58.264,83.78,65.969,27.272,38.057,18.426,10.624,17.085,6.877,91.069,1.938,61.065,17.085,17.085,0.0,0.0,0.073,3.81,3.2,0.971,True,12941.628,7,0.07647593487092036,nested_district_rain,0.01
2021,2021-09-23,2021-09-30,Muktsar,0.0,0.0,2.9e-05,10,0,40.218,30.321,28.071,34.153,68.789,64.018,10.196,8.025,10.196,4.513,1.341,51.879,29.53,10.196,10.196,0.0,0.0,0.024,4.0114,3.3797,1.0301,True,12941.628,7,0.051384553950310385,nested_district_rain,0.01
2021,2021-07-25,2021-08-04,Nawanshahr,0.0,0.0,0.000135,4,0,115.543,91.148,88.432,83.517,74.526,89.188,,,,,,,,,,0.3214,0.0,0.269,1.7215,1.6704,0.8462,True,9203.7,8,0.3635491699445504,nested_district_rain,0.01
2021,2021-08-04,2021-08-14,Nawanshahr,0.0,0.0,0.0,5,0,37.242,45.562,115.543,91.148,88.432,83.517,,,,,,,,,,0.3052,0.1864,0.025,2.5674,2.2368,1.0019,True,9203.7,8,0.1572920820361289,nested_district_rain,0.01
2021,2021-08-14,2021-08-24,Nawanshahr,0.0,0.0,0.0,6,0,36.438,33.893,37.242,45.562,115.543,91.148,,,,,,,,,,0.0,0.0,-0.025,2.94,2.37,0.9906,True,9203.7,8,0.10307473782668752,nested_district_rain,0.01
2021,2021-08-24,2021-09-03,Nawanshahr,0.0,0.0,0.0,7,0,27.272,38.057,36.438,33.893,37.242,45.562,,,,,,,,,,0.275,0.4073,-0.096,3.2875,2.6836,0.9322,True,9203.7,8,0.04545510228569645,nested_district_rain,0.01
