date,dam,level_ft,inflow_cusecs,outflow_cusecs,as_of_time,source_title,source_url,published,quote
2020-09-10,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (10092020-full-bul.pdf),https://cwc.gov.in/sites/default/files/10092020-full-bul.pdf,2020-09-10,*1 GOBIND SAGAR(BHAKRA)  512.06   506.73       6.229     4.822 08-09-2020     77       87        86 676 1379 | 423.67   419.58       6.157
2020-09-10,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (10092020-full-bul.pdf),https://cwc.gov.in/sites/default/files/10092020-full-bul.pdf,2020-09-10,*2 PONG DAM(BEAS)                 640.17       0.089     4.819 10-09-2020     78       92        86  0 396 | 642
2020-09-10,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (10092020-full-bul.pdf),https://cwc.gov.in/sites/default/files/10092020-full-bul.pdf,2020-09-10,Punjab       1         THEIN DAM               79
2022-11-10,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (10112022-fb.pdf),https://cwc.gov.in/sites/default/files/10112022-fb.pdf,2022-11-10,*1 GOBIND SAGAR(BHAKRA)   512.06   509.03       6.229     5.185 10-11-2022     83       62        75 676 1379 | 423.67   420.02       6.157
2022-11-10,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (10112022-fb.pdf),https://cwc.gov.in/sites/default/files/10112022-fb.pdf,2022-11-10,West Rajasthan        3           -62               Pong Dam             6.16         4.81  10
2022-11-10,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (10112022-fb.pdf),https://cwc.gov.in/sites/default/files/10112022-fb.pdf,2022-11-10,*4 THEIN DAM              280.75   359.40       0.132 | 359.50   352.35       1.436
2020-12-10,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (10122020-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/10122020-fb-pdf.pdf,2020-12-10,Himachal Pradesh  3          GOBIND SAGAR(BHAKRA)         71
2020-12-10,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (10122020-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/10122020-fb-pdf.pdf,2020-12-10,Pong Dam | 6.16           3.30  -16
2020-12-10,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (10122020-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/10122020-fb-pdf.pdf,2020-12-10,Punjab            1          THEIN DAM                    52
2018-01-11,Bhakra,1628.9,,,,CWC Weekly Reservoir Storage Bulletin (11.01.2018cwc.pdf),https://cwc.gov.in/sites/default/files/11.01.2018cwc.pdf,2018-01-11,*1 GOBIND SAGAR(BHAKRA)              496.49        6.229        3.692 11-01-2018     59        40         58 676 1200 | 280.75  408.63        6.157
2018-01-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.01.2018cwc.pdf),https://cwc.gov.in/sites/default/files/11.01.2018cwc.pdf,2018-01-11,*2 PONG DAM                  359.50                             2.771 11-01-2018     45        41         44            - 360 | PUNJAB                   352.81  501.94        2.344
2018-01-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.01.2018cwc.pdf),https://cwc.gov.in/sites/default/files/11.01.2018cwc.pdf,2018-01-11,*3 THEIN                     269.14                             0.719 10-01-2018     31        35         38 348 600 | 146.3
2024-01-11,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (11.01.2024.pdf),https://cwc.gov.in/sites/default/files/11.01.2024.pdf,2024-01-11,1 GOBIND SAGAR(BHAKRA)   512.06 495.51    6.229     3.273 11-01-2024     53       56             56 676 1379
2024-01-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.01.2024.pdf),https://cwc.gov.in/sites/default/files/11.01.2024.pdf,2024-01-11,West Uttar Pradesh   1                              Pong Dam              2.20              1.80  27 | Thein
2024-01-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.01.2024.pdf),https://cwc.gov.in/sites/default/files/11.01.2024.pdf,2024-01-11,THEIN DAM              62
2016-02-11,Bhakra,1617.42,,,,CWC Weekly Reservoir Storage Bulletin (11.02.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.02.2016cwcbull.pdf,2016-02-11,*1 GOBIND SAGAR(BHAKRA)              492.99        6.229        3.252 11-02-2016     52           44         46 676 1200 | 280.75  403.26        6.157
2016-02-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.02.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.02.2016cwcbull.pdf,2016-02-11,*2 PONG DAM                  359.50                             1.897 10-02-2016     31           24         40         - 360 | PUNJAB                   352.81  495.51        2.344
2016-02-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.02.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.02.2016cwcbull.pdf,2016-02-11,*3 THEIN                     269.14                             0.450 11-02-2016     19           31         30 348 600 | 146.3
2021-03-11,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (11.03.2021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11.03.2021-fb-pdf.pdf,2021-03-11,Himachal Pradesh             GOBIND SAGAR(BHAKRA)       53
2021-03-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.03.2021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11.03.2021-fb-pdf.pdf,2021-03-11,3          PONG DAM(BEAS)             56
2021-03-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.03.2021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11.03.2021-fb-pdf.pdf,2021-03-11,Punjab            1          THEIN DAM                  54
2019-07-11,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (11.04.2019-cwc-bull.pdf),https://cwc.gov.in/sites/default/files/11.04.2019-cwc-bull.pdf,2019-07-11,*1 GOBIND SAGAR(BHAKRA)                                         2.891 11-07-2019     46        8          34 676 1200 | 280.75  272.95      1.711
2019-07-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.04.2019-cwc-bull.pdf),https://cwc.gov.in/sites/default/files/11.04.2019-cwc-bull.pdf,2019-07-11,*2 PONG DAM                  359.50  348.60      0.132          2.023 11-07-2019     33        7          24            - 360 | PUNJAB                   352.81  346.91      1.436
2019-07-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.04.2019-cwc-bull.pdf),https://cwc.gov.in/sites/default/files/11.04.2019-cwc-bull.pdf,2019-07-11,*3 THEIN                     269.14  258.39      0.821          1.141 11-07-2019     49        39         47 348 600 | RAJASTHAN                 146.3  138.22      0.471
2019-04-11,Bhakra,1617.55,,,,CWC Weekly Reservoir Storage Bulletin (11.04.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/11.04.2019cwcbull_1.pdf,2019-04-11,*1 GOBIND SAGAR(BHAKRA)              493.03        6.229        3.256 11-04-2019     52           19         25 676 1200 | 280.75  408.86        6.157
2019-04-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.04.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/11.04.2019cwcbull_1.pdf,2019-04-11,*2 PONG DAM                  359.50                             2.813 11-04-2019     46           13         25         - 360 | PUNJAB                   352.81  520.31        2.344
2019-04-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.04.2019cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/11.04.2019cwcbull_1.pdf,2019-04-11,*3 THEIN                     269.14                             1.760 11-04-2019     75           20         36 348 600 | 146.3
2017-05-11,Bhakra,1534.15,,,,CWC Weekly Reservoir Storage Bulletin (11.05.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.05.2017cwcbull.pdf,2017-05-11,*1 GOBIND SAGAR(BHAKRA)              467.61        6.229        1.012 11-05-2017     16           24         23 676 1200 | 280.75  395.46        6.157
2017-05-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.05.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.05.2017cwcbull.pdf,2017-05-11,*2 PONG DAM                  359.50                             0.905 10-05-2017     15           11         28         - 360 | PUNJAB                   352.81  514.79        2.344
2017-05-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.05.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.05.2017cwcbull.pdf,2017-05-11,*3 THEIN                     269.14                             1.416 09-05-2017     60           28         43 348 600 | 146.3
2015-06-11,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (11.06.2015.pdf),https://cwc.gov.in/sites/default/files/11.06.2015.pdf,2015-06-11,*1 GOBIND SAGAR(BHAKRA)      512.06                             2.581 6/10/2015     41           33         24 676 1200 | 423.67  268.85      1.711
2015-06-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.06.2015.pdf),https://cwc.gov.in/sites/default/files/11.06.2015.pdf,2015-06-11,*2 PONG DAM                          343.20      0.132          2.276 6/10/2015     37           28         23     - 360 | PUNJAB                           345.81      1.436
2015-06-11,Ranjit Sagar,1731.99,,,,CWC Weekly Reservoir Storage Bulletin (11.06.2015.pdf),https://cwc.gov.in/sites/default/files/11.06.2015.pdf,2015-06-11,*3 THEIN                     527.91  256.87      0.821          1.841 6/11/2015     79           76         48 348 600 | RAJASTHAN                        136.28      0.471
2020-06-11,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (11.06.2020-full-bull.pdf),https://cwc.gov.in/sites/default/files/11.06.2020-full-bull.pdf,2020-06-11,Himachal Pradesh  3             GOBIND SAGAR(BHAKRA)    80
2020-06-11,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (11.06.2020-full-bull.pdf),https://cwc.gov.in/sites/default/files/11.06.2020-full-bull.pdf,2020-06-11,*2 PONG DAM(BEAS)        423.67  408.29       6.157     2.603 11-06-2020     42       37        24  0 396
2020-06-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.06.2020-full-bull.pdf),https://cwc.gov.in/sites/default/files/11.06.2020-full-bull.pdf,2020-06-11,*4 THEIN DAM
2016-08-11,Bhakra,1608.83,,,,CWC Weekly Reservoir Storage Bulletin (11.08.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.08.2016cwcbull.pdf,2016-08-11,*1 GOBIND SAGAR(BHAKRA)              490.37        6.229        2.953 08-08-2016     47           79         65 676 1200 | 280.75  409.55        6.157
2016-08-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.08.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.08.2016cwcbull.pdf,2016-08-11,*2 PONG DAM                  359.50                             2.935 08-08-2016     48           77         52         - 360 | PUNJAB                   352.81  513.75        2.344
2016-08-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.08.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/11.08.2016cwcbull.pdf,2016-08-11,*3 THEIN                     269.14                             1.360 11-08-2016     58           87         59 348 600 | 146.3
2018-10-11,Bhakra,1668.44,,,,CWC Weekly Reservoir Storage Bulletin (11.10.2018_0.pdf),https://cwc.gov.in/sites/default/files/11.10.2018_0.pdf,2018-10-11,*1 GOBIND SAGAR(BHAKRA)              508.54        6.229        5.407 11-10-2018     87        85         86 676 1200 | 280.75  424.09        6.157
2018-10-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11.10.2018_0.pdf),https://cwc.gov.in/sites/default/files/11.10.2018_0.pdf,2018-10-11,*2 PONG DAM                  359.50                             6.024 09-10-2018     98        80         83            - 360 | PUNJAB                   352.81  526.40        2.344
2018-10-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11.10.2018_0.pdf),https://cwc.gov.in/sites/default/files/11.10.2018_0.pdf,2018-10-11,*3 THEIN                     269.14                             2.237 11-10-2018     95        66         63 348 600 | 146.3
2021-02-11,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (11022021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11022021-fb-pdf.pdf,2021-02-11,Himachal Pradesh                      GOBIND SAGAR(BHAKRA)               62 | 3
2021-02-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11022021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11022021-fb-pdf.pdf,2021-02-11,PONG DAM(BEAS)                     74
2021-02-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11022021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11022021-fb-pdf.pdf,2021-02-11,THEIN DAM                 37                                                                                     4    1            4
2023-05-11,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (11052023-fb.pdf),https://cwc.gov.in/sites/default/files/11052023-fb.pdf,2023-05-11,1 GOBIND SAGAR(BHAKRA)    512.06  476.65       6.229     1.420 11-05-2023     23       20        25 676 1379
2023-05-11,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (11052023-fb.pdf),https://cwc.gov.in/sites/default/files/11052023-fb.pdf,2023-05-11,*2 PONG DAM(BEAS)         423.67  406.16       6.157     2.243 11-05-2023     36       28        28  0 396
2023-05-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11052023-fb.pdf),https://cwc.gov.in/sites/default/files/11052023-fb.pdf,2023-05-11,4 THEIN DAM
2024-07-11,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (11072024-fb_2.pdf),https://cwc.gov.in/sites/default/files/11072024-fb_2.pdf,2024-07-11,1 GOBIND SAGAR(BHAKRA)   512.06 486.69      6.229     2.277 11-07-2024     37      56         35 676 1379
2024-07-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11072024-fb_2.pdf),https://cwc.gov.in/sites/default/files/11072024-fb_2.pdf,2024-07-11,132  -22                        Pong Dam                           1.47  -9
2024-07-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11072024-fb_2.pdf),https://cwc.gov.in/sites/default/files/11072024-fb_2.pdf,2024-07-11,THEIN DAM              58
2022-08-11,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (1108-2022-bulletin.pdf),https://cwc.gov.in/sites/default/files/1108-2022-bulletin.pdf,2022-08-11,*1 GOBIND SAGAR(BHAKRA)   512.06  497.15       6.229     3.483 11-08-2022      56       44        63 676 1379
2022-08-11,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (1108-2022-bulletin.pdf),https://cwc.gov.in/sites/default/files/1108-2022-bulletin.pdf,2022-08-11,*2 PONG DAM(BEAS)         423.67  411.59       6.157     3.184 11-08-2022      52       38        56  0 396
2022-08-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (1108-2022-bulletin.pdf),https://cwc.gov.in/sites/default/files/1108-2022-bulletin.pdf,2022-08-11,*4 THEIN DAM
2021-11-11,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (11112021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11112021-fb-pdf.pdf,2021-11-11,Himachal Pradesh  3            GOBIND SAGAR(BHAKRA)       79
2021-11-11,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (11112021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11112021-fb-pdf.pdf,2021-11-11,PONG DAM(BEAS)             68
2021-11-11,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (11112021-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/11112021-fb-pdf.pdf,2021-11-11,Punjab            1            THEIN DAM                  75
2017-01-12,Bhakra,1595.44,,,,CWC Weekly Reservoir Storage Bulletin (12.01.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/12.01.2017cwcbull.pdf,2017-01-12,*1 GOBIND SAGAR(BHAKRA)              486.29        6.229        2.505 11-01-2017     40           65         60 676 1200 | 280.75  406.94        6.157
2017-01-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.01.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/12.01.2017cwcbull.pdf,2017-01-12,*2 PONG DAM                  359.50                             2.480 12-01-2017     40           47         46         - 360 | PUNJAB                   352.81  503.78        2.344
2017-01-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12.01.2017cwcbull.pdf),https://cwc.gov.in/sites/default/files/12.01.2017cwcbull.pdf,2017-01-12,*3 THEIN                     269.14                             0.817 12-01-2017     35           21         38 348 600 | 146.3
2020-03-12,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (12.03.2020-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/12.03.2020-fb-pdf.pdf,2020-03-12,*1 GOBIND SAGAR(BHAKRA)  512.06  488.76       6.229     2.491 12-03-2020     40       57        35 676 1379
2020-03-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.03.2020-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/12.03.2020-fb-pdf.pdf,2020-03-12,Himachal Pradesh                 137   -100        Pong Dam           6.16              3.65                                   98
2020-03-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12.03.2020-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/12.03.2020-fb-pdf.pdf,2020-03-12,Jammu & Kashmir                  153               Thein              2.34              0.82                                   -4 | -99         Gandhi Sagar
2018-04-12,Bhakra,1543.7,,,,CWC Weekly Reservoir Storage Bulletin (12.04.2018cwcbull.pdf),https://cwc.gov.in/sites/default/files/12.04.2018cwcbull.pdf,2018-04-12,*1 GOBIND SAGAR(BHAKRA)              470.52        6.229        1.192 12-04-2018     19           14         25 676 1200 | 280.75  394.16        6.157
2018-04-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.04.2018cwcbull.pdf),https://cwc.gov.in/sites/default/files/12.04.2018cwcbull.pdf,2018-04-12,SHOLAYAR                  0 PONG DAM                         50                                                                           to 80% of normal
2018-04-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12.04.2018cwcbull.pdf),https://cwc.gov.in/sites/default/files/12.04.2018cwcbull.pdf,2018-04-12,*3 THEIN                     269.14                             0.462 12-04-2018     20           50         36 348 600 | 146.3
2016-05-12,Bhakra,1557.78,,,,CWC Weekly Reservoir Storage Bulletin (12.05.2016cwcbulletin1.pdf),https://cwc.gov.in/sites/default/files/12.05.2016cwcbulletin1.pdf,2016-05-12,*1 GOBIND SAGAR(BHAKRA)              474.81        6.229        1.481 11-05-2016     24           39         24 676 1200 | 280.75  393.00        6.157
2016-05-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.05.2016cwcbulletin1.pdf),https://cwc.gov.in/sites/default/files/12.05.2016cwcbulletin1.pdf,2016-05-12,GIRNA                         0 ISAPUR                       26 PONG DAM               36                                                                  to to to
2016-05-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12.05.2016cwcbulletin1.pdf),https://cwc.gov.in/sites/default/files/12.05.2016cwcbulletin1.pdf,2016-05-12,*3 THEIN                     269.14                             0.646 10-05-2016     28           84         45 348 600 | 146.3
2018-07-12,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (12.07.2018cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/12.07.2018cwcbull_1.pdf,2018-07-12,GOBIND SAGAR(BHAKRA         22
2018-07-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.07.2018cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/12.07.2018cwcbull_1.pdf,2018-07-12,PONG DAM                    27
2018-07-12,Ranjit Sagar,1731.99,,,,CWC Weekly Reservoir Storage Bulletin (12.07.2018cwcbull_1.pdf),https://cwc.gov.in/sites/default/files/12.07.2018cwcbull_1.pdf,2018-07-12,*3 THEIN                     527.91  255.42      0.821          0.915 7/12/2018          39        62         49 348 600 | RAJASTHAN                        140.29      0.471
2021-08-12,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (12.08.2021-ful-bull.pdf),https://cwc.gov.in/sites/default/files/12.08.2021-ful-bull.pdf,2021-08-12,Himachal Pradesh  3            GOBIND SAGAR(BHAKRA)    65
2021-08-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.08.2021-ful-bull.pdf),https://cwc.gov.in/sites/default/files/12.08.2021-ful-bull.pdf,2021-08-12,PONG DAM(BEAS)          63
2021-08-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12.08.2021-ful-bull.pdf),https://cwc.gov.in/sites/default/files/12.08.2021-ful-bull.pdf,2021-08-12,Punjab            1            THEIN DAM               71
2019-09-12,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (12.09.2019-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/12.09.2019-fb-pdf.pdf,2019-09-12,*1 GOBIND SAGAR(BHAKRA) 512.06 510.55  6.229     5.418 12-09-2019     87        73       85 676 1200
2019-09-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.09.2019-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/12.09.2019-fb-pdf.pdf,2019-09-12,Pong Dam | 6.16              5.65  13
2019-09-12,Ranjit Sagar,1731.99,,,,CWC Weekly Reservoir Storage Bulletin (12.09.2019-fb-pdf.pdf),https://cwc.gov.in/sites/default/files/12.09.2019-fb-pdf.pdf,2019-09-12,*4 THEIN DAM            527.91 524.04  2.344     2.039 12-09-2019     87        77       71 348 600 | RAJASTHAN
2017-10-12,Bhakra,1666.01,,,,CWC Weekly Reservoir Storage Bulletin (12.10.2017cwc.pdf),https://cwc.gov.in/sites/default/files/12.10.2017cwc.pdf,2017-10-12,*1 GOBIND SAGAR(BHAKRA)              507.80        6.229        5.291 12-10-2017     85        71         85 676 1200 | 280.75  419.30        6.157
2017-10-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.10.2017cwc.pdf),https://cwc.gov.in/sites/default/files/12.10.2017cwc.pdf,2017-10-12,*2 PONG DAM                  359.50                             4.896 12-10-2017     80        68         78            - 360 | PUNJAB                   352.81  517.08        2.344
2017-10-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12.10.2017cwc.pdf),https://cwc.gov.in/sites/default/files/12.10.2017cwc.pdf,2017-10-12,*3 THEIN                     269.14                             1.538 12-10-2017     66        64         62 348 600 | 146.3
2020-11-12,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (12.11.2020-full-bull-1.pdf),https://cwc.gov.in/sites/default/files/12.11.2020-full-bull-1.pdf,2020-11-12,Himachal Pradesh                       GOBIND SAGAR(BHAKRA)             72 | 3
2020-11-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12.11.2020-full-bull-1.pdf),https://cwc.gov.in/sites/default/files/12.11.2020-full-bull-1.pdf,2020-11-12,PONG DAM(BEAS)                   80
2020-11-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12.11.2020-full-bull-1.pdf),https://cwc.gov.in/sites/default/files/12.11.2020-full-bull-1.pdf,2020-11-12,Punjab         1                       THEIN DAM                        70
2019-12-12,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (12.12.2019-full-bul.pdf),https://cwc.gov.in/sites/default/files/12.12.2019-full-bul.pdf,2019-12-12,*1 GOBIND SAGAR(BHAKRA) 512.06 503.54  6.229     4.356 12-12-19      70         84       72 676 1379
2019-12-12,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (12.12.2019-full-bul.pdf),https://cwc.gov.in/sites/default/files/12.12.2019-full-bul.pdf,2019-12-12,*2 PONG DAM(BEAS)       423.67 418.16  6.157     4.508 12-12-19      73         75       60       0 396
2019-12-12,Ranjit Sagar,1731.99,,,,CWC Weekly Reservoir Storage Bulletin (12.12.2019-full-bul.pdf),https://cwc.gov.in/sites/default/files/12.12.2019-full-bul.pdf,2019-12-12,*4 THEIN DAM            527.91 518.88  2.344     1.660 12-12-19      71         72       52 348 600
2023-01-12,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (12012023-fb.pdf),https://cwc.gov.in/sites/default/files/12012023-fb.pdf,2023-01-12,*1 GOBIND SAGAR(BHAKRA)  512.06 497.13   6.229     3.480 12-01-2023     56       45       58 676 1379
2023-01-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12012023-fb.pdf),https://cwc.gov.in/sites/default/files/12012023-fb.pdf,2023-01-12,Pong Dam | Thein            0.16              0.08  80
2023-01-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12012023-fb.pdf),https://cwc.gov.in/sites/default/files/12012023-fb.pdf,2023-01-12,Thein            0.16              0.08  80 | Gobind Sagar
2024-04-12,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (12042024-bulletin.pdf),https://cwc.gov.in/sites/default/files/12042024-bulletin.pdf,2024-04-12,1 GOBIND SAGAR(BHAKRA)   512.06 479.06    6.229     1.603 12-04-2024   26      28                29 676 1379
2024-04-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12042024-bulletin.pdf),https://cwc.gov.in/sites/default/files/12042024-bulletin.pdf,2024-04-12,West Rajasthan      2               -69             Pong Dam              6.16              1.93  16
2024-04-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12042024-bulletin.pdf),https://cwc.gov.in/sites/default/files/12042024-bulletin.pdf,2024-04-12,Jammu & Kashmir     132             -32             Thein                 2.34              0.99  -6
2022-05-12,Bhakra,,,,,CWC Weekly Reservoir Storage Bulletin (12052022-fb_1.pdf),https://cwc.gov.in/sites/default/files/12052022-fb_1.pdf,2022-05-12,Himachal Pradesh  3            GOBIND SAGAR(BHAKRA)       77
2022-05-12,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (12052022-fb_1.pdf),https://cwc.gov.in/sites/default/files/12052022-fb_1.pdf,2022-05-12,Pong Dam
2022-05-12,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (12052022-fb_1.pdf),https://cwc.gov.in/sites/default/files/12052022-fb_1.pdf,2022-05-12,Punjab                5                  -90       Thein                               0.94  50
2020-02-13,Bhakra,1679.99,,,,CWC Weekly Reservoir Storage Bulletin (13.02.2020-fb-pdf_2.pdf),https://cwc.gov.in/sites/default/files/13.02.2020-fb-pdf_2.pdf,2020-02-13,*1 GOBIND SAGAR(BHAKRA)  512.06  494.41       6.229     3.133 13-02-2020     50       63        46 676 1379
2020-02-13,Pong,1389.99,,,,CWC Weekly Reservoir Storage Bulletin (13.02.2020-fb-pdf_2.pdf),https://cwc.gov.in/sites/default/files/13.02.2020-fb-pdf_2.pdf,2020-02-13,*2 PONG DAM(BEAS)        423.67  416.03       6.157     4.057 13-02-2020     66       51        37  0 396
2020-02-13,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (13.02.2020-fb-pdf_2.pdf),https://cwc.gov.in/sites/default/files/13.02.2020-fb-pdf_2.pdf,2020-02-13,*4 THEIN DAM
2016-04-13,Bhakra,1573.06,,,,CWC Weekly Reservoir Storage Bulletin (13.04.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/13.04.2016cwcbull.pdf,2016-04-13,*1 GOBIND SAGAR(BHAKRA)              479.47        6.229        1.858 11-04-2016     30           33         26 676 1200 | 280.75  395.86        6.157
2016-04-13,Pong,,,,,CWC Weekly Reservoir Storage Bulletin (13.04.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/13.04.2016cwcbull.pdf,2016-04-13,TEHRI                     29 RAMGANGA                     40 PONG DAM                    50
2016-04-13,Ranjit Sagar,,,,,CWC Weekly Reservoir Storage Bulletin (13.04.2016cwcbull.pdf),https://cwc.gov.in/sites/default/files/13.04.2016cwcbull.pdf,2016-04-13,*3 THEIN                     269.14                             0.470 13-04-2016     20           62         38 348 600 | 146.3
